scope,display_name,base_species,species,method,location,period,chance,requirement,evolution_from
species,SPECIES_MUDSDALE,SPECIES_MUDSDALE,SPECIES_MUDSDALE,evolution,same save,any,guaranteed,see Evolution Changes,SPECIES_MUDBRAY
species,SPECIES_DEWPIDER,SPECIES_DEWPIDER,SPECIES_DEWPIDER,wild (preserved v2.1.1),see Wild Encounters,varies,varies,none,
species,SPECIES_ARAQUANID,SPECIES_ARAQUANID,SPECIES_ARAQUANID,evolution,same save,any,guaranteed,see Evolution Changes,SPECIES_DEWPIDER
species,SPECIES_FOMANTIS,SPECIES_FOMANTIS,SPECIES_FOMANTIS,wild (preserved v2.1.1),see Wild Encounters,varies,varies,none,
species,SPECIES_LURANTIS,SPECIES_LURANTIS,SPECIES_LURANTIS,evolution,same save,any,guaranteed,see Evolution Changes,SPECIES_FOMANTIS
species,SPECIES_MORELULL,SPECIES_MORELULL,SPECIES_MORELULL,wild (preserved v2.1.1),see Wild Encounters,varies,varies,none,
species,SPECIES_SHIINOTIC,SPECIES_SHIINOTIC,SPECIES_SHIINOTIC,evolution,same save,any,guaranteed,see Evolution Changes,SPECIES_MORELULL
species,SPECIES_SALANDIT,SPECIES_SALANDIT,SPECIES_SALANDIT,wild (preserved v2.1.1),see Wild Encounters,varies,varies,none,
species,SPECIES_SALAZZLE,SPECIES_SALAZZLE,SPECIES_SALAZZLE,evolution,same save,any,guaranteed,see Evolution Changes,SPECIES_SALANDIT
species,SPECIES_STUFFUL,SPECIES_STUFFUL,SPECIES_STUFFUL,wild (preserved v2.1.1),see Wild Encounters,varies,varies,none,
species,SPECIES_BEWEAR,SPECIES_BEWEAR,SPECIES_BEWEAR,evolution,same save,any,guaranteed,see Evolution Changes,SPECIES_STUFFUL
species,SPECIES_BOUNSWEET,SPECIES_BOUNSWEET,SPECIES_BOUNSWEET,wild,Route 29,morning,5%,none,
species,SPECIES_STEENEE,SPECIES_STEENEE,SPECIES_STEENEE,evolution,same save,any,guaranteed,see Evolution Changes,SPECIES_BOUNSWEET
species,SPECIES_TSAREENA,SPECIES_TSAREENA,SPECIES_TSAREENA,evolution,same save,any,guaranteed,see Evolution Changes,SPECIES_STEENEE
species,SPECIES_COMFEY,SPECIES_COMFEY,SPECIES_COMFEY,wild (preserved v2.1.1),see Wild Encounters,varies,varies,none,
species,SPECIES_ORANGURU,SPECIES_ORANGURU,SPECIES_ORANGURU,wild (preserved v2.1.1),see Wild Encounters,varies,varies,none,
species,SPECIES_PASSIMIAN,SPECIES_PASSIMIAN,SPECIES_PASSIMIAN,wild,Route 31,night,10%,none,
species,SPECIES_WIMPOD,SPECIES_WIMPOD,SPECIES_WIMPOD,wild (preserved v2.1.1),see Wild Encounters,varies,varies,none,
species,SPECIES_GOLISOPOD,SPECIES_GOLISOPOD,SPECIES_GOLISOPOD,evolution,same save,any,guaranteed,see Evolution Changes,SPECIES_WIMPOD
species,SPECIES_SANDYGAST,SPECIES_SANDYGAST,SPECIES_SANDYGAST,wild,Route 31,day,10%,none,
species,SPECIES_PALOSSAND,SPECIES_PALOSSAND,SPECIES_PALOSSAND,evolution,same save,any,guaranteed,see Evolution Changes,SPECIES_SANDYGAST
species,SPECIES_PYUKUMUKU,SPECIES_PYUKUMUKU,SPECIES_PYUKUMUKU,wild,Cherrygrove City,all,5%,none,
species,SPECIES_TYPE_NULL,SPECIES_TYPE_NULL,SPECIES_TYPE_NULL,wild,Route 6,all,1%,post-game,
species,SPECIES_SILVALLY,SPECIES_SILVALLY,SPECIES_SILVALLY,evolution,same save,any,guaranteed,see Evolution Changes,SPECIES_TYPE_NULL
species,SPECIES_MINIOR,SPECIES_MINIOR,SPECIES_MINIOR,wild,Route 30,day,4%,none,
species,SPECIES_KOMALA,SPECIES_KOMALA,SPECIES_KOMALA,wild,Route 30,morning,4%,none,
species,SPECIES_TURTONATOR,SPECIES_TURTONATOR,SPECIES_TURTONATOR,wild (preserved v2.1.1),see Wild Encounters,varies,varies,none,
species,SPECIES_TOGEDEMARU,SPECIES_TOGEDEMARU,SPECIES_TOGEDEMARU,wild (preserved v2.1.1),see Wild Encounters,varies,varies,none,
species,SPECIES_MIMIKYU,SPECIES_MIMIKYU,SPECIES_MIMIKYU,wild (preserved v2.1.1),see Wild Encounters,varies,varies,none,
species,SPECIES_BRUXISH,SPECIES_BRUXISH,SPECIES_BRUXISH,wild (preserved v2.1.1),see Wild Encounters,varies,varies,none,
species,SPECIES_DRAMPA,SPECIES_DRAMPA,SPECIES_DRAMPA,wild (preserved v2.1.1),see Wild Encounters,varies,varies,none,
species,SPECIES_DHELMISE,SPECIES_DHELMISE,SPECIES_DHELMISE,wild (preserved v2.1.1),see Wild Encounters,varies,varies,none,
species,SPECIES_JANGMO_O,SPECIES_JANGMO_O,SPECIES_JANGMO_O,wild (preserved v2.1.1),see Wild Encounters,varies,varies,none,
species,SPECIES_HAKAMO_O,SPECIES_HAKAMO_O,SPECIES_HAKAMO_O,evolution,same save,any,guaranteed,see Evolution Changes,SPECIES_JANGMO_O
species,SPECIES_KOMMO_O,SPECIES_KOMMO_O,SPECIES_KOMMO_O,evolution,same save,any,guaranteed,see Evolution Changes,SPECIES_HAKAMO_O
species,SPECIES_TAPU_KOKO,SPECIES_TAPU_KOKO,SPECIES_TAPU_KOKO,wild,Route 28,all,1%,post-game,
species,SPECIES_TAPU_LELE,SPECIES_TAPU_LELE,SPECIES_TAPU_LELE,wild,Route 5,all,1%,post-game,
species,SPECIES_TAPU_BULU,SPECIES_TAPU_BULU,SPECIES_TAPU_BULU,wild,Route 4,all,1%,post-game,
species,SPECIES_TAPU_FINI,SPECIES_TAPU_FINI,SPECIES_TAPU_FINI,wild,Route 4,all,1%,post-game,
species,SPECIES_COSMOG,SPECIES_COSMOG,SPECIES_COSMOG,wild,Mt. Moon 1F,all,1%,post-game,
species,SPECIES_COSMOEM,SPECIES_COSMOEM,SPECIES_COSMOEM,evolution,same save,any,guaranteed,see Evolution Changes,SPECIES_COSMOG
species,SPECIES_SOLGALEO,SPECIES_SOLGALEO,SPECIES_SOLGALEO,evolution,same save,any,guaranteed,see Evolution Changes,SPECIES_COSMOEM
species,SPECIES_LUNALA,SPECIES_LUNALA,SPECIES_LUNALA,evolution,same save,any,guaranteed,see Evolution Changes,SPECIES_COSMOEM
species,SPECIES_NIHILEGO,SPECIES_NIHILEGO,SPECIES_NIHILEGO,wild,Victory Road 2F,all,1%,post-game,
species,SPECIES_BUZZWOLE,SPECIES_BUZZWOLE,SPECIES_BUZZWOLE,wild,Viridian Forest,all,1%,post-game,
species,SPECIES_PHEROMOSA,SPECIES_PHEROMOSA,SPECIES_PHEROMOSA,wild,"Route 2 (North, above Viridian Forest)",all,1%,post-game,
species,SPECIES_XURKITREE,SPECIES_XURKITREE,SPECIES_XURKITREE,wild,Route 8,all,1%,post-game,
species,SPECIES_CELESTEELA,SPECIES_CELESTEELA,SPECIES_CELESTEELA,wild,Mt. Silver (Moltres room),all,1%,post-game,
species,SPECIES_KARTANA,SPECIES_KARTANA,SPECIES_KARTANA,wild,Tohjo Falls,all,1%,post-game,
species,SPECIES_GUZZLORD,SPECIES_GUZZLORD,SPECIES_GUZZLORD,wild,Bell Tower 3F,all,1%,post-game,
species,SPECIES_NECROZMA,SPECIES_NECROZMA,SPECIES_NECROZMA,wild,Seafoam Islands B4F,all,1%,post-game,
species,SPECIES_MAGEARNA,SPECIES_MAGEARNA,SPECIES_MAGEARNA,wild,Bell Tower 7F,all,1%,post-game,
species,SPECIES_MARSHADOW,SPECIES_MARSHADOW,SPECIES_MARSHADOW,wild,Route 25,all,1%,post-game,
species,SPECIES_POIPOLE,SPECIES_POIPOLE,SPECIES_POIPOLE,wild,Mt. Silver (Outside area with Pokemon Center),all,1%,post-game,
species,SPECIES_NAGANADEL,SPECIES_NAGANADEL,SPECIES_NAGANADEL,evolution,same save,any,guaranteed,see Evolution Changes,SPECIES_POIPOLE
species,SPECIES_STAKATAKA,SPECIES_STAKATAKA,SPECIES_STAKATAKA,wild,Route 28,all,1%,post-game,
species,SPECIES_BLACEPHALON,SPECIES_BLACEPHALON,SPECIES_BLACEPHALON,wild,Cerulean Cave B1F,all,1%,post-game,
species,SPECIES_ZERAORA,SPECIES_ZERAORA,SPECIES_ZERAORA,wild,Route 21,all,1%,post-game,
species,SPECIES_MELTAN,SPECIES_MELTAN,SPECIES_MELTAN,wild,Digletts Cave,all,1%,post-game,
species,SPECIES_MELMETAL,SPECIES_MELMETAL,SPECIES_MELMETAL,evolution,same save,any,guaranteed,see Evolution Changes,SPECIES_MELTAN
species,SPECIES_GROOKEY,SPECIES_GROOKEY,SPECIES_GROOKEY,wild (preserved v2.1.1),see Wild Encounters,varies,varies,none,
species,SPECIES_THWACKEY,SPECIES_THWACKEY,SPECIES_THWACKEY,evolution,same save,any,guaranteed,see Evolution Changes,SPECIES_GROOKEY
species,SPECIES_RILLABOOM,SPECIES_RILLABOOM,SPECIES_RILLABOOM,evolution,same save,any,guaranteed,see Evolution Changes,SPECIES_THWACKEY
species,SPECIES_SCORBUNNY,SPECIES_SCORBUNNY,SPECIES_SCORBUNNY,wild (preserved v2.1.1),see Wild Encounters,varies,varies,none,
species,SPECIES_RABOOT,SPECIES_RABOOT,SPECIES_RABOOT,evolution,same save,any,guaranteed,see Evolution Changes,SPECIES_SCORBUNNY
species,SPECIES_CINDERACE,SPECIES_CINDERACE,SPECIES_CINDERACE,evolution,same save,any,guaranteed,see Evolution Changes,SPECIES_RABOOT
species,SPECIES_SOBBLE,SPECIES_SOBBLE,SPECIES_SOBBLE,wild (preserved v2.1.1),see Wild Encounters,varies,varies,none,
species,SPECIES_DRIZZILE,SPECIES_DRIZZILE,SPECIES_DRIZZILE,evolution,same save,any,guaranteed,see Evolution Changes,SPECIES_SOBBLE
species,SPECIES_INTELEON,SPECIES_INTELEON,SPECIES_INTELEON,evolution,same save,any,guaranteed,see Evolution Changes,SPECIES_DRIZZILE
species,SPECIES_SKWOVET,SPECIES_SKWOVET,SPECIES_SKWOVET,wild,Route 31,night,10%,none,
species,SPECIES_GREEDENT,SPECIES_GREEDENT,SPECIES_GREEDENT,evolution,same save,any,guaranteed,see Evolution Changes,SPECIES_SKWOVET
species,SPECIES_ROOKIDEE,SPECIES_ROOKIDEE,SPECIES_ROOKIDEE,wild (preserved v2.1.1),see Wild Encounters,varies,varies,none,
species,SPECIES_CORVISQUIRE,SPECIES_CORVISQUIRE,SPECIES_CORVISQUIRE,evolution,same save,any,guaranteed,see Evolution Changes,SPECIES_ROOKIDEE
species,SPECIES_CORVIKNIGHT,SPECIES_CORVIKNIGHT,SPECIES_CORVIKNIGHT,evolution,same save,any,guaranteed,see Evolution Changes,SPECIES_CORVISQUIRE
species,SPECIES_BLIPBUG,SPECIES_BLIPBUG,SPECIES_BLIPBUG,wild (preserved v2.1.1),see Wild Encounters,varies,varies,none,
species,SPECIES_DOTTLER,SPECIES_DOTTLER,SPECIES_DOTTLER,evolution,same save,any,guaranteed,see Evolution Changes,SPECIES_BLIPBUG
species,SPECIES_ORBEETLE,SPECIES_ORBEETLE,SPECIES_ORBEETLE,evolution,same save,any,guaranteed,see Evolution Changes,SPECIES_DOTTLER
species,SPECIES_NICKIT,SPECIES_NICKIT,SPECIES_NICKIT,wild,Route 31,night,10%,none,
species,SPECIES_THIEVUL,SPECIES_THIEVUL,SPECIES_THIEVUL,evolution,same save,any,guaranteed,see Evolution Changes,SPECIES_NICKIT
species,SPECIES_GOSSIFLEUR,SPECIES_GOSSIFLEUR,SPECIES_GOSSIFLEUR,wild,Route 30,night,5%,none,
species,SPECIES_ELDEGOSS,SPECIES_ELDEGOSS,SPECIES_ELDEGOSS,evolution,same save,any,guaranteed,see Evolution Changes,SPECIES_GOSSIFLEUR
species,SPECIES_WOOLOO,SPECIES_WOOLOO,SPECIES_WOOLOO,wild (preserved v2.1.1),see Wild Encounters,varies,varies,none,
species,SPECIES_DUBWOOL,SPECIES_DUBWOOL,SPECIES_DUBWOOL,evolution,same save,any,guaranteed,see Evolution Changes,SPECIES_WOOLOO
species,SPECIES_CHEWTLE,SPECIES_CHEWTLE,SPECIES_CHEWTLE,wild (preserved v2.1.1),see Wild Encounters,varies,varies,none,
species,SPECIES_DREDNAW,SPECIES_DREDNAW,SPECIES_DREDNAW,evolution,same save,any,guaranteed,see Evolution Changes,SPECIES_CHEWTLE
species,SPECIES_YAMPER,SPECIES_YAMPER,SPECIES_YAMPER,wild,Route 29,night,5%,none,
species,SPECIES_BOLTUND,SPECIES_BOLTUND,SPECIES_BOLTUND,evolution,same save,any,guaranteed,see Evolution Changes,SPECIES_YAMPER
species,SPECIES_ROLYCOLY,SPECIES_ROLYCOLY,SPECIES_ROLYCOLY,wild (preserved v2.1.1),see Wild Encounters,varies,varies,none,
species,SPECIES_CARKOL,SPECIES_CARKOL,SPECIES_CARKOL,evolution,same save,any,guaranteed,see Evolution Changes,SPECIES_ROLYCOLY
species,SPECIES_COALOSSAL,SPECIES_COALOSSAL,SPECIES_COALOSSAL,evolution,same save,any,guaranteed,see Evolution Changes,SPECIES_CARKOL
species,SPECIES_APPLIN,SPECIES_APPLIN,SPECIES_APPLIN,wild (preserved v2.1.1),see Wild Encounters,varies,varies,none,
species,SPECIES_FLAPPLE,SPECIES_FLAPPLE,SPECIES_FLAPPLE,evolution,same save,any,guaranteed,see Evolution Changes,SPECIES_APPLIN
species,SPECIES_APPLETUN,SPECIES_APPLETUN,SPECIES_APPLETUN,evolution,same save,any,guaranteed,see Evolution Changes,SPECIES_APPLIN
species,SPECIES_SILICOBRA,SPECIES_SILICOBRA,SPECIES_SILICOBRA,wild (preserved v2.1.1),see Wild Encounters,varies,varies,none,
species,SPECIES_SANDACONDA,SPECIES_SANDACONDA,SPECIES_SANDACONDA,evolution,same save,any,guaranteed,see Evolution Changes,SPECIES_SILICOBRA
species,SPECIES_CRAMORANT,SPECIES_CRAMORANT,SPECIES_CRAMORANT,wild,Route 29,night,4%,none,
species,SPECIES_ARROKUDA,SPECIES_ARROKUDA,SPECIES_ARROKUDA,wild (preserved v2.1.1),see Wild Encounters,varies,varies,none,
species,SPECIES_BARRASKEWDA,SPECIES_BARRASKEWDA,SPECIES_BARRASKEWDA,evolution,same save,any,guaranteed,see Evolution Changes,SPECIES_ARROKUDA
species,SPECIES_TOXEL,SPECIES_TOXEL,SPECIES_TOXEL,wild (preserved v2.1.1),see Wild Encounters,varies,varies,none,
species,SPECIES_TOXTRICITY,SPECIES_TOXTRICITY,SPECIES_TOXTRICITY,evolution,same save,any,guaranteed,see Evolution Changes,SPECIES_TOXEL
species,SPECIES_SIZZLIPEDE,SPECIES_SIZZLIPEDE,SPECIES_SIZZLIPEDE,wild (preserved v2.1.1),see Wild Encounters,varies,varies,none,
species,SPECIES_CENTISKORCH,SPECIES_CENTISKORCH,SPECIES_CENTISKORCH,evolution,same save,any,guaranteed,see Evolution Changes,SPECIES_SIZZLIPEDE
species,SPECIES_CLOBBOPUS,SPECIES_CLOBBOPUS,SPECIES_CLOBBOPUS,wild (preserved v2.1.1),see Wild Encounters,varies,varies,none,
species,SPECIES_GRAPPLOCT,SPECIES_GRAPPLOCT,SPECIES_GRAPPLOCT,evolution,same save,any,guaranteed,see Evolution Changes,SPECIES_CLOBBOPUS
species,SPECIES_SINISTEA,SPECIES_SINISTEA,SPECIES_SINISTEA,wild (preserved v2.1.1),see Wild Encounters,varies,varies,none,
species,SPECIES_POLTEAGEIST,SPECIES_POLTEAGEIST,SPECIES_POLTEAGEIST,evolution,same save,any,guaranteed,see Evolution Changes,SPECIES_SINISTEA
species,SPECIES_HATENNA,SPECIES_HATENNA,SPECIES_HATENNA,wild (preserved v2.1.1),see Wild Encounters,varies,varies,none,
species,SPECIES_HATTREM,SPECIES_HATTREM,SPECIES_HATTREM,evolution,same save,any,guaranteed,see Evolution Changes,SPECIES_HATENNA
species,SPECIES_HATTERENE,SPECIES_HATTERENE,SPECIES_HATTERENE,evolution,same save,any,guaranteed,see Evolution Changes,SPECIES_HATTREM
species,SPECIES_IMPIDIMP,SPECIES_IMPIDIMP,SPECIES_IMPIDIMP,wild (preserved v2.1.1),see Wild Encounters,varies,varies,none,
species,SPECIES_MORGREM,SPECIES_MORGREM,SPECIES_MORGREM,evolution,same save,any,guaranteed,see Evolution Changes,SPECIES_IMPIDIMP
species,SPECIES_GRIMMSNARL,SPECIES_GRIMMSNARL,SPECIES_GRIMMSNARL,evolution,same save,any,guaranteed,see Evolution Changes,SPECIES_MORGREM
species,SPECIES_OBSTAGOON,SPECIES_OBSTAGOON,SPECIES_OBSTAGOON,evolution,same save,any,guaranteed,see Evolution Changes,SPECIES_LINOONE_GALARIAN
species,SPECIES_PERRSERKER,SPECIES_PERRSERKER,SPECIES_PERRSERKER,evolution,same save,any,guaranteed,see Evolution Changes,SPECIES_MEOWTH_GALARIAN
species,SPECIES_CURSOLA,SPECIES_CURSOLA,SPECIES_CURSOLA,evolution,same save,any,guaranteed,see Evolution Changes,SPECIES_CORSOLA_GALARIAN
species,SPECIES_SIRFETCHD,SPECIES_SIRFETCHD,SPECIES_SIRFETCHD,evolution,same save,any,guaranteed,see Evolution Changes,SPECIES_FARFETCHD_GALARIAN
species,SPECIES_MR_RIME,SPECIES_MR_RIME,SPECIES_MR_RIME,evolution,same save,any,guaranteed,see Evolution Changes,SPECIES_MR_MIME_GALARIAN
species,SPECIES_RUNERIGUS,SPECIES_RUNERIGUS,SPECIES_RUNERIGUS,evolution,same save,any,guaranteed,see Evolution Changes,SPECIES_YAMASK_GALARIAN
species,SPECIES_MILCERY,SPECIES_MILCERY,SPECIES_MILCERY,wild (preserved v2.1.1),see Wild Encounters,varies,varies,none,
species,SPECIES_ALCREMIE,SPECIES_ALCREMIE,SPECIES_ALCREMIE,evolution,same save,any,guaranteed,see Evolution Changes,SPECIES_MILCERY
species,SPECIES_FALINKS,SPECIES_FALINKS,SPECIES_FALINKS,wild (preserved v2.1.1),see Wild Encounters,varies,varies,none,
species,SPECIES_PINCURCHIN,SPECIES_PINCURCHIN,SPECIES_PINCURCHIN,wild,Cherrygrove City,all,1%,none,
species,SPECIES_SNOM,SPECIES_SNOM,SPECIES_SNOM,wild (preserved v2.1.1),see Wild Encounters,varies,varies,none,
species,SPECIES_FROSMOTH,SPECIES_FROSMOTH,SPECIES_FROSMOTH,evolution,same save,any,guaranteed,see Evolution Changes,SPECIES_SNOM
species,SPECIES_STONJOURNER,SPECIES_STONJOURNER,SPECIES_STONJOURNER,wild (preserved v2.1.1),see Wild Encounters,varies,varies,none,
species,SPECIES_EISCUE,SPECIES_EISCUE,SPECIES_EISCUE,wild,Cherrygrove City,all,4%,none,
species,SPECIES_INDEEDEE,SPECIES_INDEEDEE,SPECIES_INDEEDEE,wild (preserved v2.1.1),see Wild Encounters,varies,varies,none,
species,SPECIES_MORPEKO,SPECIES_MORPEKO,SPECIES_MORPEKO,wild,Route 31,morning,10%,none,
species,SPECIES_CUFANT,SPECIES_CUFANT,SPECIES_CUFANT,wild (preserved v2.1.1),see Wild Encounters,varies,varies,none,
species,SPECIES_COPPERAJAH,SPECIES_COPPERAJAH,SPECIES_COPPERAJAH,evolution,same save,any,guaranteed,see Evolution Changes,SPECIES_CUFANT
species,SPECIES_DRACOZOLT,SPECIES_DRACOZOLT,SPECIES_DRACOZOLT,wild,National Park,morning,1%,none,
species,SPECIES_ARCTOZOLT,SPECIES_ARCTOZOLT,SPECIES_ARCTOZOLT,wild,National Park,morning,1%,none,
species,SPECIES_DRACOVISH,SPECIES_DRACOVISH,SPECIES_DRACOVISH,wild,National Park,day,1%,none,
species,SPECIES_ARCTOVISH,SPECIES_ARCTOVISH,SPECIES_ARCTOVISH,wild,National Park,day,1%,none,
species,SPECIES_DURALUDON,SPECIES_DURALUDON,SPECIES_DURALUDON,wild (preserved v2.1.1),see Wild Encounters,varies,varies,none,
species,SPECIES_DREEPY,SPECIES_DREEPY,SPECIES_DREEPY,wild (preserved v2.1.1),see Wild Encounters,varies,varies,none,
species,SPECIES_DRAKLOAK,SPECIES_DRAKLOAK,SPECIES_DRAKLOAK,evolution,same save,any,guaranteed,see Evolution Changes,SPECIES_DREEPY
species,SPECIES_DRAGAPULT,SPECIES_DRAGAPULT,SPECIES_DRAGAPULT,evolution,same save,any,guaranteed,see Evolution Changes,SPECIES_DRAKLOAK
species,SPECIES_ZACIAN,SPECIES_ZACIAN,SPECIES_ZACIAN,wild,Route 11,all,1%,post-game,
species,SPECIES_ZAMAZENTA,SPECIES_ZAMAZENTA,SPECIES_ZAMAZENTA,wild,Route 13,all,1%,post-game,
species,SPECIES_ETERNATUS,SPECIES_ETERNATUS,SPECIES_ETERNATUS,wild,Mt. Silver 1F,all,1%,post-game,
species,SPECIES_KUBFU,SPECIES_KUBFU,SPECIES_KUBFU,wild,Victory Road 2F,all,1%,post-game,
species,SPECIES_URSHIFU,SPECIES_URSHIFU,SPECIES_URSHIFU,evolution,same save,any,guaranteed,see Evolution Changes,SPECIES_KUBFU
species,SPECIES_ZARUDE,SPECIES_ZARUDE,SPECIES_ZARUDE,wild,Route 14,all,1%,post-game,
species,SPECIES_REGIELEKI,SPECIES_REGIELEKI,SPECIES_REGIELEKI,wild,Route 10,all,1%,post-game,
species,SPECIES_REGIDRAGO,SPECIES_REGIDRAGO,SPECIES_REGIDRAGO,wild,Mt. Silver (Outside area with Pokemon Center),all,1%,post-game,
species,SPECIES_GLASTRIER,SPECIES_GLASTRIER,SPECIES_GLASTRIER,wild,Seafoam Islands B1F,all,1%,post-game,
species,SPECIES_SPECTRIER,SPECIES_SPECTRIER,SPECIES_SPECTRIER,wild,Route 27,all,1%,post-game,
species,SPECIES_CALYREX,SPECIES_CALYREX,SPECIES_CALYREX,wild,Cerulean Cave B1F,all,1%,post-game,
species,SPECIES_WYRDEER,SPECIES_WYRDEER,SPECIES_WYRDEER,evolution,same save,any,guaranteed,see Evolution Changes,SPECIES_STANTLER
species,SPECIES_KLEAVOR,SPECIES_KLEAVOR,SPECIES_KLEAVOR,evolution,same save,any,guaranteed,see Evolution Changes,SPECIES_SCYTHER
species,SPECIES_URSALUNA,SPECIES_URSALUNA,SPECIES_URSALUNA,evolution,same save,any,guaranteed,see Evolution Changes,SPECIES_URSARING
species,SPECIES_BASCULEGION,SPECIES_BASCULEGION,SPECIES_BASCULEGION,wild (preserved v2.1.1),see Wild Encounters,varies,varies,none,
species,SPECIES_SNEASLER,SPECIES_SNEASLER,SPECIES_SNEASLER,evolution,same save,any,guaranteed,see Evolution Changes,SPECIES_SNEASEL_HISUIAN
species,SPECIES_OVERQWIL,SPECIES_OVERQWIL,SPECIES_OVERQWIL,evolution,same save,any,guaranteed,see Evolution Changes,SPECIES_QWILFISH_HISUIAN
species,SPECIES_ENAMORUS,SPECIES_ENAMORUS,SPECIES_ENAMORUS,wild,Viridian Forest,all,1%,post-game,
species,SPECIES_SPRIGATITO,SPECIES_SPRIGATITO,SPECIES_SPRIGATITO,wild (preserved v2.1.1),see Wild Encounters,varies,varies,none,
species,SPECIES_FLORAGATO,SPECIES_FLORAGATO,SPECIES_FLORAGATO,evolution,same save,any,guaranteed,see Evolution Changes,SPECIES_SPRIGATITO
species,SPECIES_MEOWSCARADA,SPECIES_MEOWSCARADA,SPECIES_MEOWSCARADA,evolution,same save,any,guaranteed,see Evolution Changes,SPECIES_FLORAGATO
species,SPECIES_FUECOCO,SPECIES_FUECOCO,SPECIES_FUECOCO,wild (preserved v2.1.1),see Wild Encounters,varies,varies,none,
species,SPECIES_CROCALOR,SPECIES_CROCALOR,SPECIES_CROCALOR,evolution,same save,any,guaranteed,see Evolution Changes,SPECIES_FUECOCO
species,SPECIES_SKELEDIRGE,SPECIES_SKELEDIRGE,SPECIES_SKELEDIRGE,evolution,same save,any,guaranteed,see Evolution Changes,SPECIES_CROCALOR
species,SPECIES_QUAXLY,SPECIES_QUAXLY,SPECIES_QUAXLY,wild (preserved v2.1.1),see Wild Encounters,varies,varies,none,
species,SPECIES_QUAXWELL,SPECIES_QUAXWELL,SPECIES_QUAXWELL,evolution,same save,any,guaranteed,see Evolution Changes,SPECIES_QUAXLY
species,SPECIES_QUAQUAVAL,SPECIES_QUAQUAVAL,SPECIES_QUAQUAVAL,evolution,same save,any,guaranteed,see Evolution Changes,SPECIES_QUAXWELL
species,SPECIES_LECHONK,SPECIES_LECHONK,SPECIES_LECHONK,wild,Route 30,day,4%,none,
species,SPECIES_OINKOLOGNE,SPECIES_OINKOLOGNE,SPECIES_OINKOLOGNE,wild,Route 1,all,1%,post-game,
species,SPECIES_TAROUNTULA,SPECIES_TAROUNTULA,SPECIES_TAROUNTULA,wild,Route 31,night,4%,none,
species,SPECIES_SPIDOPS,SPECIES_SPIDOPS,SPECIES_SPIDOPS,evolution,same save,any,guaranteed,see Evolution Changes,SPECIES_TAROUNTULA
species,SPECIES_NYMBLE,SPECIES_NYMBLE,SPECIES_NYMBLE,wild (preserved v2.1.1),see Wild Encounters,varies,varies,none,
species,SPECIES_LOKIX,SPECIES_LOKIX,SPECIES_LOKIX,evolution,same save,any,guaranteed,see Evolution Changes,SPECIES_NYMBLE
species,SPECIES_PAWMI,SPECIES_PAWMI,SPECIES_PAWMI,wild (preserved v2.1.1),see Wild Encounters,varies,varies,none,
species,SPECIES_PAWMO,SPECIES_PAWMO,SPECIES_PAWMO,evolution,same save,any,guaranteed,see Evolution Changes,SPECIES_PAWMI
species,SPECIES_PAWMOT,SPECIES_PAWMOT,SPECIES_PAWMOT,evolution,same save,any,guaranteed,see Evolution Changes,SPECIES_PAWMO
species,SPECIES_TANDEMAUS,SPECIES_TANDEMAUS,SPECIES_TANDEMAUS,wild (preserved v2.1.1),see Wild Encounters,varies,varies,none,
species,SPECIES_MAUSHOLD,SPECIES_MAUSHOLD,SPECIES_MAUSHOLD,evolution,same save,any,guaranteed,see Evolution Changes,SPECIES_TANDEMAUS
species,SPECIES_FIDOUGH,SPECIES_FIDOUGH,SPECIES_FIDOUGH,wild (preserved v2.1.1),see Wild Encounters,varies,varies,none,
species,SPECIES_DACHSBUN,SPECIES_DACHSBUN,SPECIES_DACHSBUN,evolution,same save,any,guaranteed,see Evolution Changes,SPECIES_FIDOUGH
species,SPECIES_SMOLIV,SPECIES_SMOLIV,SPECIES_SMOLIV,wild,Route 31,night,4%,none,
species,SPECIES_DOLLIV,SPECIES_DOLLIV,SPECIES_DOLLIV,evolution,same save,any,guaranteed,see Evolution Changes,SPECIES_SMOLIV
species,SPECIES_ARBOLIVA,SPECIES_ARBOLIVA,SPECIES_ARBOLIVA,evolution,same save,any,guaranteed,see Evolution Changes,SPECIES_DOLLIV
species,SPECIES_SQUAWKABILLY,SPECIES_SQUAWKABILLY,SPECIES_SQUAWKABILLY,wild,Route 31,morning,4%,none,
species,SPECIES_NACLI,SPECIES_NACLI,SPECIES_NACLI,wild,Route 31,day,10%,none,
species,SPECIES_NACLSTACK,SPECIES_NACLSTACK,SPECIES_NACLSTACK,evolution,same save,any,guaranteed,see Evolution Changes,SPECIES_NACLI
species,SPECIES_GARGANACL,SPECIES_GARGANACL,SPECIES_GARGANACL,evolution,same save,any,guaranteed,see Evolution Changes,SPECIES_NACLSTACK
species,SPECIES_CHARCADET,SPECIES_CHARCADET,SPECIES_CHARCADET,wild (preserved v2.1.1),see Wild Encounters,varies,varies,none,
species,SPECIES_ARMAROUGE,SPECIES_ARMAROUGE,SPECIES_ARMAROUGE,evolution,same save,any,guaranteed,see Evolution Changes,SPECIES_CHARCADET
species,SPECIES_CERULEDGE,SPECIES_CERULEDGE,SPECIES_CERULEDGE,evolution,same save,any,guaranteed,see Evolution Changes,SPECIES_CHARCADET
